Table_Name,State_Code,District_Code,Area_Name,Total_Rural_Urban,Age_Group,Total_Disabled_Persons,Total_Disabled_Males,Total_Disabled_Females,Seeing_P,Seeing_M,Seeing_F,Hearing_P,Hearing_M,Hearing_F,Speech_P,Speech_M,Speech_F,Movement_P,Movement_M,Movement_F,Mental_Retardation_P,Mental_Retardation_M,Mental_Retardation_F,Mental_Illness_P,Mental_Illness_M,Mental_Illness_F,Other_Disability_P,Other_Disability_M,Other_Disability_F,Multiple_Disability_P,Multiple_Disability_M,Multiple_Disability_F
C5120ST,13,261,District-Mon,Rural,Age Not Stated,21,16,5,1,0,1,12,11,1,0,0,0,1,0,1,1,1,0,0,0,0,5,3,2,1,1,0
C5120ST,13,261,District-Mon,Urban,Total,545,300,245,91,43,48,176,100,76,27,15,12,43,31,12,13,9,4,8,3,5,168,89,79,19,10,9
C5120ST,13,261,District-Mon,Urban,0-4,40,19,21,5,3,2,16,4,12,1,1,0,2,2,0,2,2,0,0,0,0,13,7,6,1,0,1
C5120ST,13,261,District-Mon,Urban,5-9,59,30,29,8,4,4,20,9,11,1,0,1,2,2,0,0,0,0,0,0,0,26,14,12,2,1,1
C5120ST,13,261,District-Mon,Urban,10-19,160,85,75,30,11,19,55,31,24,8,6,2,7,3,4,2,1,1,0,0,0,56,32,24,2,1,1
C5120ST,13,261,District-Mon,Urban,20-29,89,49,40,9,5,4,22,13,9,3,1,2,7,5,2,4,3,1,5,2,3,32,16,16,7,4,3
C5120ST,13,261,District-Mon,Urban,30-39,57,31,26,13,7,6,16,9,7,5,2,3,5,5,0,1,0,1,1,0,1,15,7,8,1,1,0
C5120ST,13,261,District-Mon,Urban,40-49,50,26,24,10,4,6,11,7,4,4,2,2,10,6,4,1,0,1,1,1,0,11,5,6,2,1,1
C5120ST,13,261,District-Mon,Urban,50-59,45,32,13,5,2,3,18,14,4,2,1,1,6,5,1,2,2,0,0,0,0,11,7,4,1,1,0
C5120ST,13,261,District-Mon,Urban,60-69,23,19,4,7,6,1,9,7,2,2,1,1,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0
C5120ST,13,261,District-Mon,Urban,70-79,9,5,4,1,0,1,6,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,261,District-Mon,Urban,80-89,8,3,5,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,3,0,0,0
C5120ST,13,261,District-Mon,Urban,90+,4,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C5120ST,13,261,District-Mon,Urban,Age Not Stated,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,262,District-Mokokchung,Total,Total,2599,1432,1167,303,146,157,793,450,343,211,138,73,413,237,176,142,70,72,153,92,61,285,148,137,299,151,148
C5120ST,13,262,District-Mokokchung,Total,0-4,58,41,17,6,2,4,16,11,5,2,2,0,5,3,2,2,2,0,0,0,0,17,14,3,10,7,3
C5120ST,13,262,District-Mokokchung,Total,5-9,106,61,45,8,4,4,23,11,12,22,14,8,9,5,4,4,1,3,2,1,1,15,6,9,23,19,4
C5120ST,13,262,District-Mokokchung,Total,10-19,270,152,118,39,21,18,63,30,33,30,23,7,23,13,10,19,11,8,11,7,4,62,31,31,23,16,7
C5120ST,13,262,District-Mokokchung,Total,20-29,290,171,119,31,10,21,46,31,15,30,25,5,47,27,20,25,12,13,34,26,8,44,21,23,33,19,14
C5120ST,13,262,District-Mokokchung,Total,30-39,296,158,138,27,16,11,57,32,25,38,17,21,32,21,11,35,15,20,48,28,20,33,18,15,26,11,15
C5120ST,13,262,District-Mokokchung,Total,40-49,301,176,125,24,15,9,62,30,32,32,20,12,51,38,13,29,17,12,24,14,10,38,24,14,41,18,23
C5120ST,13,262,District-Mokokchung,Total,50-59,264,141,123,34,19,15,69,37,32,26,17,9,47,27,20,17,7,10,13,7,6,30,13,17,28,14,14
C5120ST,13,262,District-Mokokchung,Total,60-69,246,135,111,35,17,18,84,48,36,15,8,7,56,35,21,6,2,4,8,3,5,16,9,7,26,13,13
C5120ST,13,262,District-Mokokchung,Total,70-79,346,169,177,44,20,24,148,78,70,12,10,2,82,37,45,4,3,1,7,2,5,14,8,6,35,11,24
C5120ST,13,262,District-Mokokchung,Total,80-89,299,165,134,39,18,21,162,105,57,3,1,2,41,22,19,1,0,1,5,3,2,15,4,11,33,12,21
C5120ST,13,262,District-Mokokchung,Total,90+,118,59,59,15,3,12,63,37,26,1,1,0,17,7,10,0,0,0,0,0,0,1,0,1,21,11,10
C5120ST,13,262,District-Mokokchung,Total,Age Not Stated,5,4,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,13,262,District-Mokokchung,Rural,Total,1977,1114,863,227,116,111,612,358,254,169,111,58,319,181,138,103,53,50,113,65,48,205,109,96,229,121,108
C5120ST,13,262,District-Mokokchung,Rural,0-4,42,30,12,3,2,1,12,7,5,2,2,0,2,1,1,1,1,0,0,0,0,14,12,2,8,5,3
C5120ST,13,262,District-Mokokchung,Rural,5-9,80,50,30,7,4,3,16,8,8,16,11,5,6,3,3,2,1,1,2,1,1,10,4,6,21,18,3
C5120ST,13,262,District-Mokokchung,Rural,10-19,198,120,78,29,17,12,47,27,20,27,20,7,13,8,5,14,9,5,9,5,4,42,21,21,17,13,4
C5120ST,13,262,District-Mokokchung,Rural,20-29,215,130,85,27,10,17,33,24,9,24,20,4,36,21,15,17,8,9,22,16,6,30,17,13,26,14,12
C5120ST,13,262,District-Mokokchung,Rural,30-39,219,118,101,23,14,9,39,21,18,29,12,17,24,17,7,28,11,17,34,19,15,26,16,10,16,8,8
C5120ST,13,262,District-Mokokchung,Rural,40-49,232,135,97,21,14,7,47,24,23,28,17,11,39,27,12,18,11,7,17,9,8,26,17,9,36,16,20
C5120ST,13,262,District-Mokokchung,Rural,50-59,191,105,86,20,11,9,55,32,23,18,13,5,33,17,16,15,7,8,12,7,5,19,7,12,19,11,8
C5120ST,13,262,District-Mokokchung,Rural,60-69,192,104,88,24,11,13,68,38,30,11,5,6,42,27,15,5,2,3,6,3,3,14,7,7,22,11,11
C5120ST,13,262,District-Mokokchung,Rural,70-79,275,139,136,31,17,14,121,63,58,12,10,2,68,31,37,3,3,0,7,2,5,9,5,4,24,8,16
C5120ST,13,262,District-Mokokchung,Rural,80-89,240,134,106,30,13,17,127,84,43,2,1,1,37,20,17,0,0,0,4,3,1,14,3,11,26,10,16
C5120ST,13,262,District-Mokokchung,Rural,90+,89,46,43,11,2,9,47,30,17,0,0,0,16,7,9,0,0,0,0,0,0,1,0,1,14,7,7
C5120ST,13,262,District-Mokokchung,Rural,Age Not Stated,4,3,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,262,District-Mokokchung,Urban,Total,622,318,304,76,30,46,181,92,89,42,27,15,94,56,38,39,17,22,40,27,13,80,39,41,70,30,40
C5120ST,13,262,District-Mokokchung,Urban,0-4,16,11,5,3,0,3,4,4,0,0,0,0,3,2,1,1,1,0,0,0,0,3,2,1,2,2,0
C5120ST,13,262,District-Mokokchung,Urban,5-9,26,11,15,1,0,1,7,3,4,6,3,3,3,2,1,2,0,2,0,0,0,5,2,3,2,1,1
C5120ST,13,262,District-Mokokchung,Urban,10-19,72,32,40,10,4,6,16,3,13,3,3,0,10,5,5,5,2,3,2,2,0,20,10,10,6,3,3
C5120ST,13,262,District-Mokokchung,Urban,20-29,75,41,34,4,0,4,13,7,6,6,5,1,11,6,5,8,4,4,12,10,2,14,4,10,7,5,2
C5120ST,13,262,District-Mokokchung,Urban,30-39,77,40,37,4,2,2,18,11,7,9,5,4,8,4,4,7,4,3,14,9,5,7,2,5,10,3,7
C5120ST,13,262,District-Mokokchung,Urban,40-49,69,41,28,3,1,2,15,6,9,4,3,1,12,11,1,11,6,5,7,5,2,12,7,5,5,2,3
C5120ST,13,262,District-Mokokchung,Urban,50-59,73,36,37,14,8,6,14,5,9,8,4,4,14,10,4,2,0,2,1,0,1,11,6,5,9,3,6
C5120ST,13,262,District-Mokokchung,Urban,60-69,54,31,23,11,6,5,16,10,6,4,3,1,14,8,6,1,0,1,2,0,2,2,2,0,4,2,2
C5120ST,13,262,District-Mokokchung,Urban,70-79,71,30,41,13,3,10,27,15,12,0,0,0,14,6,8,1,0,1,0,0,0,5,3,2,11,3,8
C5120ST,13,262,District-Mokokchung,Urban,80-89,59,31,28,9,5,4,35,21,14,1,0,1,4,2,2,1,0,1,1,0,1,1,1,0,7,2,5
C5120ST,13,262,District-Mokokchung,Urban,90+,29,13,16,4,1,3,16,7,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,4,3
C5120ST,13,262,District-Mokokchung,Urban,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,13,263,District-Zunheboto,Total,Total,2492,1289,1203,305,152,153,829,434,395,219,115,104,291,138,153,118,64,54,106,59,47,272,135,137,352,192,160
C5120ST,13,263,District-Zunheboto,Total,0-4,68,36,32,6,2,4,41,21,20,0,0,0,2,2,0,2,2,0,0,0,0,12,6,6,5,3,2
C5120ST,13,263,District-Zunheboto,Total,5-9,125,69,56,20,12,8,38,20,18,17,7,10,9,5,4,5,4,1,2,2,0,21,12,9,13,7,6
C5120ST,13,263,District-Zunheboto,Total,10-19,330,171,159,41,22,19,93,49,44,38,19,19,37,18,19,18,8,10,10,5,5,49,25,24,44,25,19
C5120ST,13,263,District-Zunheboto,Total,20-29,331,175,156,39,20,19,102,47,55,30,15,15,53,26,27,23,15,8,15,10,5,33,19,14,36,23,13
C5120ST,13,263,District-Zunheboto,Total,30-39,276,147,129,24,15,9,85,44,41,29,16,13,35,14,21,16,8,8,26,17,9,34,16,18,27,17,10
C5120ST,13,263,District-Zunheboto,Total,40-49,343,199,144,27,18,9,116,71,45,39,21,18,34,20,14,20,11,9,30,12,18,30,16,14,47,30,17
C5120ST,13,263,District-Zunheboto,Total,50-59,298,148,150,38,20,18,97,44,53,31,21,10,26,13,13,25,14,11,10,4,6,24,12,12,47,20,27
C5120ST,13,263,District-Zunheboto,Total,60-69,332,142,190,43,14,29,130,59,71,26,12,14,38,15,23,8,2,6,9,6,3,37,16,21,41,18,23
C5120ST,13,263,District-Zunheboto,Total,70-79,245,126,119,45,19,26,80,49,31,7,4,3,33,14,19,0,0,0,1,1,0,27,12,15,52,27,25
C5120ST,13,263,District-Zunheboto,Total,80-89,102,55,47,14,6,8,34,23,11,2,0,2,21,9,12,1,0,1,2,1,1,4,1,3,24,15,9
C5120ST,13,263,District-Zunheboto,Total,90+,42,21,21,8,4,4,13,7,6,0,0,0,3,2,1,0,0,0,1,1,0,1,0,1,16,7,9
C5120ST,13,263,District-Zunheboto,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,263,District-Zunheboto,Rural,Total,2309,1181,1128,273,132,141,779,408,371,201,106,95,271,120,151,105,58,47,94,53,41,248,119,129,338,185,153
C5120ST,13,263,District-Zunheboto,Rural,0-4,63,33,30,6,2,4,38,20,18,0,0,0,1,1,0,2,2,0,0,0,0,11,5,6,5,3,2
C5120ST,13,263,District-Zunheboto,Rural,5-9,111,61,50,17,10,7,35,19,16,13,5,8,8,4,4,4,4,0,2,2,0,19,10,9,13,7,6
C5120ST,13,263,District-Zunheboto,Rural,10-19,287,147,140,35,19,16,79,41,38,33,16,17,35,16,19,15,6,9,9,5,4,41,20,21,40,24,16
C5120ST,13,263,District-Zunheboto,Rural,20-29,303,155,148,33,14,19,93,42,51,28,14,14,51,24,27,20,13,7,15,10,5,30,17,13,33,21,12
C5120ST,13,263,District-Zunheboto,Rural,30-39,256,136,120,21,14,7,82,43,39,28,16,12,32,12,20,14,7,7,23,14,9,30,13,17,26,17,9
C5120ST,13,263,District-Zunheboto,Rural,40-49,311,180,131,23,16,7,107,65,42,36,20,16,27,13,14,18,10,8,25,11,14,28,15,13,47,30,17
C5120ST,13,263,District-Zunheboto,Rural,50-59,283,141,142,35,18,17,94,43,51,29,20,9,25,12,13,24,14,10,10,4,6,23,12,11,43,18,25
C5120ST,13,263,District-Zunheboto,Rural,60-69,318,132,186,40,12,28,129,58,71,25,11,14,35,13,22,8,2,6,7,5,2,34,14,20,40,17,23
C5120ST,13,263,District-Zunheboto,Rural,70-79,239,122,117,43,17,26,77,48,29,7,4,3,33,14,19,0,0,0,0,0,0,27,12,15,52,27,25
C5120ST,13,263,District-Zunheboto,Rural,80-89,98,54,44,13,6,7,33,23,10,2,0,2,21,9,12,0,0,0,2,1,1,4,1,3,23,14,9
C5120ST,13,263,District-Zunheboto,Rural,90+,40,20,20,7,4,3,12,6,6,0,0,0,3,2,1,0,0,0,1,1,0,1,0,1,16,7,9
C5120ST,13,263,District-Zunheboto,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,Total,183,108,75,32,20,12,50,26,24,18,9,9,20,18,2,13,6,7,12,6,6,24,16,8,14,7,7
C5120ST,13,263,District-Zunheboto,Urban,0-4,5,3,2,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,5-9,14,8,6,3,2,1,3,1,2,4,2,2,1,1,0,1,0,1,0,0,0,2,2,0,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,10-19,43,24,19,6,3,3,14,8,6,5,3,2,2,2,0,3,2,1,1,0,1,8,5,3,4,1,3
C5120ST,13,263,District-Zunheboto,Urban,20-29,28,20,8,6,6,0,9,5,4,2,1,1,2,2,0,3,2,1,0,0,0,3,2,1,3,2,1
C5120ST,13,263,District-Zunheboto,Urban,30-39,20,11,9,3,1,2,3,1,2,1,0,1,3,2,1,2,1,1,3,3,0,4,3,1,1,0,1
C5120ST,13,263,District-Zunheboto,Urban,40-49,32,19,13,4,2,2,9,6,3,3,1,2,7,7,0,2,1,1,5,1,4,2,1,1,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,50-59,15,7,8,3,2,1,3,1,2,2,1,1,1,1,0,1,0,1,0,0,0,1,0,1,4,2,2
C5120ST,13,263,District-Zunheboto,Urban,60-69,14,10,4,3,2,1,1,1,0,1,1,0,3,2,1,0,0,0,2,1,1,3,2,1,1,1,0
C5120ST,13,263,District-Zunheboto,Urban,70-79,6,4,2,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,80-89,4,1,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
C5120ST,13,263,District-Zunheboto,Urban,90+,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,263,District-Zunheboto,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,264,District-Wokha,Total,Total,1983,1051,932,241,118,123,612,313,299,143,73,70,313,185,128,85,42,43,67,38,29,272,152,120,250,130,120
C5120ST,13,264,District-Wokha,Total,0-4,44,19,25,2,1,1,13,3,10,2,2,0,4,2,2,3,2,1,1,1,0,15,8,7,4,0,4
C5120ST,13,264,District-Wokha,Total,5-9,128,78,50,8,3,5,40,20,20,19,11,8,7,6,1,6,4,2,2,2,0,31,24,7,15,8,7
C5120ST,13,264,District-Wokha,Total,10-19,332,178,154,26,14,12,93,51,42,33,15,18,63,40,23,19,6,13,12,5,7,53,26,27,33,21,12
C5120ST,13,264,District-Wokha,Total,20-29,314,160,154,35,16,19,66,29,37,27,12,15,62,35,27,20,10,10,14,8,6,46,25,21,44,25,19
C5120ST,13,264,District-Wokha,Total,30-39,223,118,105,16,9,7,54,29,25,30,15,15,36,22,14,13,7,6,17,11,6,36,18,18,21,7,14
C5120ST,13,264,District-Wokha,Total,40-49,209,117,92,21,10,11,75,39,36,15,7,8,33,23,10,11,8,3,14,7,7,30,18,12,10,5,5
C5120ST,13,264,District-Wokha,Total,50-59,176,81,95,25,13,12,62,25,37,5,2,3,32,19,13,7,2,5,2,2,0,27,11,16,16,7,9
C5120ST,13,264,District-Wokha,Total,60-69,209,108,101,40,20,20,75,39,36,8,6,2,34,13,21,4,1,3,4,1,3,21,12,9,23,16,7
C5120ST,13,264,District-Wokha,Total,70-79,181,95,86,41,21,20,71,37,34,3,2,1,24,14,10,2,2,0,1,1,0,9,6,3,30,12,18
C5120ST,13,264,District-Wokha,Total,80-89,128,69,59,24,9,15,51,32,19,1,1,0,14,8,6,0,0,0,0,0,0,2,2,0,36,17,19
C5120ST,13,264,District-Wokha,Total,90+,38,27,11,3,2,1,12,9,3,0,0,0,3,2,1,0,0,0,0,0,0,2,2,0,18,12,6
C5120ST,13,264,District-Wokha,Total,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,264,District-Wokha,Rural,Total,1727,910,817,217,105,112,521,267,254,126,63,63,282,166,116,69,35,34,51,29,22,237,134,103,224,111,113
C5120ST,13,264,District-Wokha,Rural,0-4,34,14,20,2,1,1,7,0,7,2,2,0,3,1,2,1,1,0,1,1,0,14,8,6,4,0,4
C5120ST,13,264,District-Wokha,Rural,5-9,105,65,40,5,2,3,29,14,15,17,9,8,7,6,1,4,3,1,1,1,0,29,22,7,13,8,5
C5120ST,13,264,District-Wokha,Rural,10-19,289,162,127,25,13,12,79,48,31,29,14,15,57,37,20,17,6,11,10,3,7,44,24,20,28,17,11
C5120ST,13,264,District-Wokha,Rural,20-29,264,132,132,32,16,16,55,24,31,21,9,12,55,30,25,14,6,8,12,8,4,34,16,18,41,23,18
C5120ST,13,264,District-Wokha,Rural,30-39,187,95,92,14,7,7,43,25,18,26,11,15,34,20,14,12,7,5,13,8,5,29,14,15,16,3,13
C5120ST,13,264,District-Wokha,Rural,40-49,186,105,81,19,9,10,66,33,33,15,7,8,31,22,9,9,7,2,10,5,5,27,18,9,9,4,5
C5120ST,13,264,District-Wokha,Rural,50-59,158,70,88,21,10,11,54,21,33,4,2,2,27,15,12,7,2,5,2,2,0,27,11,16,16,7,9
C5120ST,13,264,District-Wokha,Rural,60-69,187,95,92,36,17,19,67,34,33,8,6,2,29,10,19,3,1,2,2,1,1,20,11,9,22,15,7
C5120ST,13,264,District-Wokha,Rural,70-79,168,86,82,38,19,19,66,32,34,3,2,1,23,14,9,2,2,0,0,0,0,9,6,3,27,11,16
C5120ST,13,264,District-Wokha,Rural,80-89,113,60,53,22,9,13,44,27,17,1,1,0,12,8,4,0,0,0,0,0,0,2,2,0,32,13,19
C5120ST,13,264,District-Wokha,Rural,90+,35,25,10,3,2,1,11,9,2,0,0,0,3,2,1,0,0,0,0,0,0,2,2,0,16,10,6
C5120ST,13,264,District-Wokha,Rural,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,264,District-Wokha,Urban,Total,256,141,115,24,13,11,91,46,45,17,10,7,31,19,12,16,7,9,16,9,7,35,18,17,26,19,7
C5120ST,13,264,District-Wokha,Urban,0-4,10,5,5,0,0,0,6,3,3,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0
C5120ST,13,264,District-Wokha,Urban,5-9,23,13,10,3,1,2,11,6,5,2,2,0,0,0,0,2,1,1,1,1,0,2,2,0,2,0,2
C5120ST,13,264,District-Wokha,Urban,10-19,43,16,27,1,1,0,14,3,11,4,1,3,6,3,3,2,0,2,2,2,0,9,2,7,5,4,1
C5120ST,13,264,District-Wokha,Urban,20-29,50,28,22,3,0,3,11,5,6,6,3,3,7,5,2,6,4,2,2,0,2,12,9,3,3,2,1
C5120ST,13,264,District-Wokha,Urban,30-39,36,23,13,2,2,0,11,4,7,4,4,0,2,2,0,1,0,1,4,3,1,7,4,3,5,4,1
C5120ST,13,264,District-Wokha,Urban,40-49,23,12,11,2,1,1,9,6,3,0,0,0,2,1,1,2,1,1,4,2,2,3,0,3,1,1,0
C5120ST,13,264,District-Wokha,Urban,50-59,18,11,7,4,3,1,8,4,4,1,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,264,District-Wokha,Urban,60-69,22,13,9,4,3,1,8,5,3,0,0,0,5,3,2,1,0,1,2,0,2,1,1,0,1,1,0
C5120ST,13,264,District-Wokha,Urban,70-79,13,9,4,3,2,1,5,5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,1,2
C5120ST,13,264,District-Wokha,Urban,80-89,15,9,6,2,0,2,7,5,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,0
C5120ST,13,264,District-Wokha,Urban,90+,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C5120ST,13,264,District-Wokha,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,265,District-Dimapur ,Total,Total,2548,1346,1202,523,250,273,593,323,270,185,98,87,371,217,154,130,69,61,85,42,43,391,195,196,270,152,118
C5120ST,13,265,District-Dimapur ,Total,0-4,101,49,52,20,7,13,23,14,9,3,1,2,8,3,5,6,4,2,0,0,0,31,15,16,10,5,5
C5120ST,13,265,District-Dimapur ,Total,5-9,182,95,87,31,18,13,35,18,17,20,12,8,25,12,13,10,6,4,4,2,2,28,13,15,29,14,15
C5120ST,13,265,District-Dimapur ,Total,10-19,423,230,193,75,44,31,74,37,37,51,23,28,55,32,23,26,13,13,7,2,5,84,46,38,51,33,18
C5120ST,13,265,District-Dimapur ,Total,20-29,422,207,215,65,28,37,89,40,49,42,21,21,70,38,32,26,11,15,25,13,12,74,37,37,31,19,12
C5120ST,13,265,District-Dimapur ,Total,30-39,299,166,133,49,28,21,53,30,23,31,15,16,43,31,12,24,13,11,16,10,6,61,24,37,22,15,7
C5120ST,13,265,District-Dimapur ,Total,40-49,292,166,126,57,27,30,76,46,30,17,14,3,45,31,14,17,11,6,17,8,9,45,21,24,18,8,10
C5120ST,13,265,District-Dimapur ,Total,50-59,255,141,114,84,40,44,57,34,23,12,8,4,48,26,22,5,3,2,7,3,4,27,16,11,15,11,4
C5120ST,13,265,District-Dimapur ,Total,60-69,228,122,106,65,31,34,63,31,32,4,3,1,38,22,16,10,6,4,5,3,2,21,17,4,22,9,13
C5120ST,13,265,District-Dimapur ,Total,70-79,182,85,97,41,11,30,62,35,27,4,1,3,23,15,8,3,1,2,3,1,2,12,4,8,34,17,17
C5120ST,13,265,District-Dimapur ,Total,80-89,121,63,58,29,12,17,46,29,17,1,0,1,12,6,6,2,0,2,1,0,1,4,1,3,26,15,11
C5120ST,13,265,District-Dimapur ,Total,90+,40,20,20,7,4,3,13,8,5,0,0,0,4,1,3,1,1,0,0,0,0,3,0,3,12,6,6
C5120ST,13,265,District-Dimapur ,Total,Age Not Stated,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,13,265,District-Dimapur ,Rural,Total,1590,838,752,311,151,160,393,220,173,120,65,55,244,139,105,83,39,44,65,29,36,186,88,98,188,107,81
C5120ST,13,265,District-Dimapur ,Rural,0-4,56,30,26,7,4,3,11,9,2,3,1,2,6,3,3,4,3,1,0,0,0,19,7,12,6,3,3
C5120ST,13,265,District-Dimapur ,Rural,5-9,123,59,64,20,11,9,22,11,11,15,10,5,22,10,12,7,3,4,3,1,2,11,3,8,23,10,13
C5120ST,13,265,District-Dimapur ,Rural,10-19,266,143,123,48,26,22,40,20,20,38,18,20,40,23,17,17,7,10,6,2,4,43,24,19,34,23,11
C5120ST,13,265,District-Dimapur ,Rural,20-29,231,114,117,29,11,18,56,26,30,24,13,11,42,20,22,14,6,8,14,6,8,26,15,11,26,17,9
C5120ST,13,265,District-Dimapur ,Rural,30-39,158,91,67,22,11,11,28,19,9,17,7,10,20,16,4,18,10,8,14,8,6,27,11,16,12,9,3
C5120ST,13,265,District-Dimapur ,Rural,40-49,175,100,75,33,19,14,45,27,18,9,7,2,30,22,8,10,4,6,13,6,7,23,9,14,12,6,6
C5120ST,13,265,District-Dimapur ,Rural,50-59,171,97,74,53,27,26,44,28,16,9,6,3,32,17,15,4,3,1,6,2,4,11,6,5,12,8,4
C5120ST,13,265,District-Dimapur ,Rural,60-69,152,79,73,39,22,17,52,24,28,3,2,1,20,10,10,5,2,3,5,3,2,11,9,2,17,7,10
C5120ST,13,265,District-Dimapur ,Rural,70-79,131,63,68,28,6,22,48,29,19,2,1,1,19,13,6,3,1,2,3,1,2,9,3,6,19,9,10
C5120ST,13,265,District-Dimapur ,Rural,80-89,93,46,47,26,11,15,35,20,15,0,0,0,9,4,5,1,0,1,1,0,1,3,1,2,18,10,8
C5120ST,13,265,District-Dimapur ,Rural,90+,32,15,17,6,3,3,10,6,4,0,0,0,4,1,3,0,0,0,0,0,0,3,0,3,9,5,4
C5120ST,13,265,District-Dimapur ,Rural,Age Not Stated,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,265,District-Dimapur ,Urban,Total,958,508,450,212,99,113,200,103,97,65,33,32,127,78,49,47,30,17,20,13,7,205,107,98,82,45,37
C5120ST,13,265,District-Dimapur ,Urban,0-4,45,19,26,13,3,10,12,5,7,0,0,0,2,0,2,2,1,1,0,0,0,12,8,4,4,2,2
C5120ST,13,265,District-Dimapur ,Urban,5-9,59,36,23,11,7,4,13,7,6,5,2,3,3,2,1,3,3,0,1,1,0,17,10,7,6,4,2
C5120ST,13,265,District-Dimapur ,Urban,10-19,157,87,70,27,18,9,34,17,17,13,5,8,15,9,6,9,6,3,1,0,1,41,22,19,17,10,7
C5120ST,13,265,District-Dimapur ,Urban,20-29,191,93,98,36,17,19,33,14,19,18,8,10,28,18,10,12,5,7,11,7,4,48,22,26,5,2,3
C5120ST,13,265,District-Dimapur ,Urban,30-39,141,75,66,27,17,10,25,11,14,14,8,6,23,15,8,6,3,3,2,2,0,34,13,21,10,6,4
C5120ST,13,265,District-Dimapur ,Urban,40-49,117,66,51,24,8,16,31,19,12,8,7,1,15,9,6,7,7,0,4,2,2,22,12,10,6,2,4
C5120ST,13,265,District-Dimapur ,Urban,50-59,84,44,40,31,13,18,13,6,7,3,2,1,16,9,7,1,0,1,1,1,0,16,10,6,3,3,0
C5120ST,13,265,District-Dimapur ,Urban,60-69,76,43,33,26,9,17,11,7,4,1,1,0,18,12,6,5,4,1,0,0,0,10,8,2,5,2,3
C5120ST,13,265,District-Dimapur ,Urban,70-79,51,22,29,13,5,8,14,6,8,2,0,2,4,2,2,0,0,0,0,0,0,3,1,2,15,8,7
C5120ST,13,265,District-Dimapur ,Urban,80-89,28,17,11,3,1,2,11,9,2,1,0,1,3,2,1,1,0,1,0,0,0,1,0,1,8,5,3
C5120ST,13,265,District-Dimapur ,Urban,90+,8,5,3,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2
C5120ST,13,265,District-Dimapur ,Urban,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,13,266,District-Phek,Total,Total,2297,1274,1023,309,150,159,571,338,233,213,118,95,326,203,123,111,61,50,130,72,58,252,131,121,385,201,184
